 EE # ; Manufacturer ; Equipment Name ; Model ; Serial ; Status ; PO ; Category ; EIL ; Acquisition Date ; Total Asset Value ; Location ; Last inventory Date 
72243;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13741166;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;1138-111;1/3/17
72244;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13673894;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;2209-111;12/5/16
72245;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13740350;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;2501-111;12/6/16
72246;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13741210;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;B0209-111;1/5/17
72247;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13740162;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;5450-111;12/5/16
72248;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13740161;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;135A-144;12/28/16
72249;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13741203;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;6604-111;12/5/16
72250;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13741172;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;B0209-111;1/5/17
72251;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13741208;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;*C0806-111;12/5/16
72252;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13720449;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;2501-111;12/29/16
72254;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13740837;IN USE;695-A20433;INFUSION CONTROLLERS;431;11/29/12;2594,94;2180-111;12/5/16
78080;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897931;IN USE;695-A39055;INFUSION CONTROLLERS;422;8/7/13;2540,56;5501-111;12/6/16
78082;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897932;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C246-GB;10/14/16
78083;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897959;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C225-GB;12/14/16
78084;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897978;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C232-GB;10/14/16
78085;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897989;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A120-GB;12/14/16
78086;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897991;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;1H004-GB;10/12/16
78087;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897992;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A121-GB;10/12/16
78088;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897993;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C249-GB;10/14/16
78089;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897994;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B001-GB;12/14/16
78090;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898045;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B001-GB;10/12/16
78091;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898046;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B012-GB;10/12/16
78092;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898048;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A120-GB;10/12/16
78093;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898052;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A121-GB;4/8/16
78094;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898085;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B001-GB;10/12/16
78097;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13894673;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A121-GB;10/12/16
78098;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13894691;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;10/14/16
78099;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13894873;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B021-GB;10/11/16
78100;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897018;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A120-GB;10/12/16
78102;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897105;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;10/14/16
78103;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13911294;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;1S014-GB;12/14/16
78104;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897219;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C115-GB;10/14/16
78105;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897220;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;12/14/16
78107;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897371;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A121-GB;10/12/16
78108;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897486;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A120-GB;10/12/16
78109;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897489;IN USE;695-A39055;INFUSION CONTROLLERS;422;8/7/13;2540,56;4503-111;1/5/17
78110;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897502;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;10/14/16
78111;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897505;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B012-GB;10/12/16
78112;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897839;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;10/14/16
78113;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897861;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C242-GB;10/14/16
78114;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897868;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;10/14/16
78115;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897869;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A120-GB;12/13/16
78116;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897904;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B001-GB;10/12/16
78117;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897909;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B011-GB;12/14/16
78118;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13897912;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A121-GB;12/14/16
78119;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898232;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B001-GB;12/14/16
78120;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898233;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;12/14/16
78121;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898255;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B019-GB;10/11/16
78122;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898294;IN USE;695-A39055;INFUSION CONTROLLERS;422;8/7/13;2540,56;4420-111;1/5/17
78123;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898295;IN USE;695-A39055;INFUSION CONTROLLERS;422;8/7/13;2540,56;1138-111;12/5/16
78124;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898442;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A106-GB;12/14/16
78125;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898559;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B021-GB;10/11/16
78126;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898563;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;10/14/16
78127;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898587;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;12/14/16
78128;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898609;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B011-GB;10/11/16
78129;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898611;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B001-GB;12/13/16
78130;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898612;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A121-GB;10/12/16
78131;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898619;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;1D213-GB;12/14/16
78132;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898620;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2B012-GB;12/13/16
78133;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898640;IN USE;695-A39055;INFUSION CONTROLLERS;422;8/7/13;2540,56;4503-111;1/3/17
78134;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898646;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;10/14/16
78135;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898647;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A205-GB;10/12/16
78136;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898658;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;10/14/16
78137;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898735;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A205-GB;10/11/16
78138;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898825;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;12/14/16
78139;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898838;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2C218-GB;10/14/16
78140;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898868;IN USE;695-A39055;INFUSION CONTROLLERS;422;8/7/13;2540,56;4503-111;1/5/17
78141;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13898871;IN USE;695-A39055;INFUSION CONTROLLERS;00D5;8/7/13;2540,56;2A120-GB;10/12/16
78142;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13899012;IN USE;695-A39055;INFUSION CONTROLLERS;422;8/7/13;2540,56;2180-111;12/29/16
78143;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13899015;IN USE;695-A39055;INFUSION CONTROLLERS;422;8/7/13;2540,56;135A-144;12/29/16
82376;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14034412;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;4420-111;1/5/17
82377;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006563;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;B0209-111;12/29/16
82378;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006408;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;1138-111;1/5/17
82379;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006596;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;9202-111;1/5/17
82380;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006587;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;6604-111;12/21/16
82381;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006700;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;2501-111;1/3/17
82382;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006709;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;1138-111;1/3/17
82383;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006434;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;1138-111;1/5/17
82384;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006559;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;7502-111;1/3/17
82385;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006418;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;B0209-111;1/3/17
82386;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006527;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;5600A-111;1/3/17
82388;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006409;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;6604-111;12/5/16
82389;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006671;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;6604-111;12/21/16
82390;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;14006464;IN USE;695-A49098;INFUSION CONTROLLERS;422;3/21/14;2540,56;4420-111;1/5/17
92466;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13945002;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;6604-111;12/5/16
92467;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944780;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;7502-111;12/5/16
92468;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944365;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;2209-111;12/14/16
92469;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944364;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;B0209-111;12/29/16
92470;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944864;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;1138-111;1/3/17
92471;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944935;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;135A-144;1/3/17
92472;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944922;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;4503-111;12/29/16
92473;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944778;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;4503-111;1/5/17
92474;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944888;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;6604-111;12/29/16
92475;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944881;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;4420-111;12/29/16
92476;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944632;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;9602-111;1/3/17
92477;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944372;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;1138-111;1/3/17
92478;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944639;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;1138-111;12/29/16
92479;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944678;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;5600A-111;1/5/17
92480;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944515;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;B0209-111;12/14/16
92481;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944870;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;B0209-111;12/5/16
92482;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944520;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;1138-111;12/29/16
92483;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944855;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;7502-111;12/5/16
92484;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944776;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;2501-111;1/3/17
92485;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944868;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;135A-144;12/5/16
92486;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944921;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;8111-111;12/29/16
92487;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944626;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;7502-111;12/29/16
92488;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944378;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;B0209-111;12/5/16
92489;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944524;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;4420-111;1/5/17
92490;CAREFUSION SOLUTIONS LLC;PUMP PCU;ALARIS PC UNIT 8015;13944439;IN USE;695-NX6105;INFUSION CONTROLLERS;422;1/28/16;2588,5;4420-111;1/5/17
95269;CAREFUSION SOLUTIONS LLC;INFUSION CONTROLLER MONITOR;ALARIS PC UNIT 8015;14156678;IN USE;695-NX70055;INFUSION CONTROLLERS;422;1/5/17;2159,48;B0623-111;
95270;CAREFUSION SOLUTIONS LLC;INFUSION CONTROLLER MONITOR;ALARIS PC UNIT 8015;14157083;IN USE;695-NX70055;INFUSION CONTROLLERS;422;1/5/17;2159,48;B0623-111;
95271;CAREFUSION SOLUTIONS LLC;INFUSION CONTROLLER MONITOR;ALARIS PC UNIT 8015;14139839;IN USE;695-NX70055;INFUSION CONTROLLERS;422;1/5/17;2159,48;B0623-111;
95272;CAREFUSION SOLUTIONS LLC;INFUSION CONTROLLER MONITOR;ALARIS PC UNIT 8015;14156323;IN USE;695-NX70055;INFUSION CONTROLLERS;422;1/5/17;2159,48;B0623-111;
95273;CAREFUSION SOLUTIONS LLC;INFUSION CONTROLLER MONITOR;ALARIS PC UNIT 8015;14156409;IN USE;695-NX70055;INFUSION CONTROLLERS;422;1/5/17;2159,48;B0623-111;
49629;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12682732;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;12/5/16
49630;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12661971;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;10/2/16
49631;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12680617;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;12/5/16
49632;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12682582;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;12/5/16
49633;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12682530;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;12/5/16
49634;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12682557;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;2501-111;12/29/16
49635;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12680434;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;12/14/16
49636;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12680522;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;7502-111;12/29/16
49637;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12680456;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;10150-111;12/2/16
49638;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12682721;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;12/5/16
49639;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12680439;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;12/22/16
49640;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12680828;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;2501-111;12/5/16
49641;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12682321;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;12/29/16
49642;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12680544;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;7502-111;12/5/16
49643;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12680550;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;12/13/07;7082,87;B0209-111;12/5/16
49920;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720691;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;6604-111;12/5/16
49921;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720713;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;10150-111;12/2/16
49922;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720748;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;6604-111;12/5/16
49923;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720746;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;2501-111;12/5/16
49924;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720857;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;10150-111;12/2/16
49925;CAREFUSION SOLUTIONS LLC;PCA MODULE;ALARIS PCA MODULE 8120;12720664;IN USE;695-C70830;INFUSION PUMPS: PATIENT-CONTROLLED ANALGESIC;422;3/17/08;7082,87;B0209-111;12/5/16
